Categories,Key,Item Type,Publication Year,Author,Title,Journal,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Proteomics,29CIQW8E,journalArticle,2003,"Heilig, R.; Eckenberg, R.; Petit, J. L.; Fonknechten, N.; Da Silva, C.; Cattolico, L.; Levy, M.; Barbe, V.; de Berardinis, V.; Ureta-Vidal, A.; Pelletier, E.; Vico, V.; Anthouard, V.; Rowen, L.; Madan, A.; Qin, S.; Sun, H.; Du, H.; Pepin, K.; Artiguenave, F.; Robert, C.; Cruaud, C.; Bruls, T.; Jaillon, O.; Friedlander, L.; Samson, G.; Brottier, P.; Cure, S.; Segurens, B.; Aniere, F.; Samain, S.; Crespeau, H.; Abbasi, N.; Aiach, N.; Boscus, D.; Dickhoff, R.; Dors, M.; Dubois, I.; Friedman, C.; Gouyvenoux, M.; James, R.; Mairey-Estrada, B.; Mangenot, S.; Martins, N.; Menard, M.; Oztas, S.; Ratcliffe, A.; Shaffer, T.; Trask, B.; Vacherie, B.; Bellemere, C.; Belser, C.; Besnard-Gonnet, M.; Bartol-Mavel, D.; Boutard, M.; Briez-Silla, S.; Combette, S.; Dufosse-Laurent, V.; Ferron, C.; Lechaplais, C.; Louesse, C.; Muselet, D.; Magdelenat, G.; Pateau, E.; Petit, E.; Sirvain-Trukniewicz, P.; Trybou, A.; Vega-Czarny, N.; Bataille, E.; Bluet, E.; Bordelais, I.; Dubois, M.; Dumont, C.; Guerin, T.; Haffray, S.; Hammadi, R.; Muanga, J.; Pellouin, V.; Robert, D.; Wunderle, E.; Gauguet, G.; Roy, A.; Sainte-Marthe, L.; Verdier, J.; Verdier-Discala, C.; Hillier, L.; Fulton, L.; McPherson, J.; Matsuda, F.; Wilson, R.; Scarpelli, C.; Gyapay, G.; Wincker, P.; Saurin, W.; Quetier, F.; Waterston, R.; Hood, L.; Weissenbach, J.",The DNA sequence and analysis of human chromosome 14,Nature,,,http://dx.doi.org/10.1038/nature01348,,"Chromosome 14 is one of five acrocentric chromosomes in the human genome. These chromosomes are characterized by a heterochromatic short arm that contains essentially ribosomal RNA genes, and a euchromatic long arm in which most, if not all, of the protein-coding genes are located. The finished sequence of human chromosome 14 comprises 87,410,661 base pairs, representing 100% of its euchromatic portion, in a single continuous segment covering the entire long arm with no gaps. Two loci of crucial importance for the immune system, as well as more than 60 disease genes, have been localized so far on chromosome 14. We identified 1,050 genes and gene fragments, and 393 pseudogenes. On the basis of comparisons with other vertebrate genomes, we estimate that more than 96% of the chromosome 14 genes have been annotated. From an analysis of the CpG island occurrences, we estimate that 70% of these annotated genes are complete at their 5â€°Ã›Âª end.",2/6/03,9/14/15 19:01,2/9/16 0:19,,601-7,,6923,421,,,,,,,,,,,,,,,,,,,,,5â€°Ã›Âª Untranslated Regions/genetics; Animals; Artificial/genetics; Base Composition; Chromosomes; CpG Islands/genetics; DNA; Genes/genetics; Genomics; Human; Humans; Immunity/genetics; Mice; Microsatellite Repeats/genetics; Mitochondrial/genetics; Molecular Sequence Data; Open Reading Frames/genetics; Pair 14/ genetics; Physical Chromosome Mapping; Pseudogenes/genetics; Reproducibility of Results; Ribosomal/genetics; Sequence Analysis; Synteny/genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2ATKPDCS,journalArticle,2009,"Diercks, A. H.; Ozinsky, A.; Hansen, C. L.; Spotts, J. M.; Rodriguez, D. J.; Aderem, A.",A microfluidic device for multiplexed protein detection in nano-liter volumes,Analytical Biochemistry,,,http://dx.doi.org/10.1016/j.ab.2008.12.012,,"We describe a microfluidic immunoassay device that permits sensitive and quantitative multiplexed protein measurements on nano-liter-scale samples. The device exploits the combined power of integrated microfluidics and optically encoded microspheres to create an array of approximately 100-microm(2) sensors functionalized with capture antibodies directed against distinct targets. This strategy overcomes the need for performing biochemical coupling of affinity reagents to the device substrate, permits multiple proteins to be detected in a nano-liter-scale sample, is scalable to large numbers of samples, and has the required sensitivity to measure the abundance of proteins derived from single mammalian cells. The sensitivity of the device is sufficient to detect 1000 copies of tumor necrosis factor (TNF) in a volume of 4.7nl.",3/1/09,9/14/15 19:03,2/9/16 0:19,,30-5,,1,386,,,,,,,,,,,,,,,,,,,,,Immunoassay/*instrumentation/standards; methods; Microfluidic Analytical Techniques/*instrumentation; Nanotechnology; Proteins/*analysis; Research Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2BN4CVVH,journalArticle,2005,"Drees, B. L.; Thorsson, V.; Carter, G. W.; Rives, A. W.; Raymond, M. Z.; Avila-Campillo, I.; Shannon, P.; Galitski, T.",Derivation of genetic interaction networks from quantitative phenotype data,Genome Biology,,,http://dx.doi.org/10.1186/gb-2005-6-4-r38,,We have generalized the derivation of genetic-interaction networks from quantitative phenotype data. Familiar and unfamiliar modes of genetic interaction were identified and defined. A network was derived from agar-invasion phenotypes of mutant yeast. Mutations showed specific modes of genetic interaction with specific biological processes. Mutations formed cliques of significant mutual information in their large-scale patterns of genetic interaction. These local and global interaction patterns reflect the effects of gene perturbations on biological processes and pathways.,2005,9/14/15 19:02,2/9/16 0:19,,R38,,4,6,,,,,,,,,,,,,,,,,,,,,Fungal/genetics; Genes; genetics; Genotype; Mutation/*genetics; Phenotype; Saccharomyces cerevisiae/*genetics/*metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2D9GHF5Q,journalArticle,2000,"Timperman, A. T.; Aebersold, R.",Peptide electroextraction for direct coupling of in-gel digests with capillary LC-MS/MS for protein identification and sequencing,Analytical Chemistry,,,,,"An electrophoretic method has been developed for the extraction of peptides following in-gel digests of SDS-PAGE separated proteins. During electroextraction, the peptides are trapped on a strong cation-exchange microcartridge, before analysis by capillary LCâ€°Ã›Ã’ESI-tandem mass spectrometry. The spectra obtained by tandem mass spectrometry are searched directly against a protein database for identification of the protein from which the peptide originated. By minimizing surface exposure of the peptides during electroextraction, a reduction of the detection limits for protein identification is realized. The performance of the peptide electroextraction was compared directly with the standard extraction method for in-gel protein digests, using a standard dilution series of phosphorylase B and carbonic anhydrase, separated by SDS-PAGE. The lowest gel loading in which phosphorylase B was identified using the standard extraction method was 2.5 ng or 25 fmol, and the lowest gel loading in which phosphorylase B was identified using electroextraction was 1.25 ng or 12.5 fmol. The design of the microextraction cartridge allows for direct interfacing with capillary LC, which is crucial for maintaining low detection limits. Furthermore, this method can be used for high-throughput proteomics since it can be easily multiplexed and requires only voltage control and low pressures (approximately 15 psi) for operation. We believe that peptide electroextraction is a significant advance for identification of proteins separated by one-dimensional or two-dimensional gel electrophoresis, as it can be easily automated and requires less protein than conventional methods.",9/1/00,9/14/15 19:01,2/9/16 0:19,,4115-21,,17,72,,,,,,,,,,,,,,,,,,,,,*Sequence Analysis; Amino Acid Sequence; Chromatography; Liquid; Mass Spectrometry; Molecular Sequence Data; Peptides/*isolation & purification; Protein; Proteins/*analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2G8FRH57,journalArticle,2000,"Gan, L.; Lee, I.; Smith, R.; Argonza-Barrett, R.; Lei, H.; McCuaig, J.; Moss, P.; Paeper, B.; Wang, K.",Sequencing and expression analysis of the serine protease gene cluster located in chromosome 19q13 region,Gene,,,http://dx.doi.org/10.1016/S0378-1119(00)00382-6,,"The human kallikrein gene cluster, located in the chromosome band 19q13, contains several tissue-specific serine protease genes including the prostate-specific KLK2, KLK3 and prostase genes. To further characterize the gene cluster, we have mapped, sequenced, and analyzed the genomic sequence from the region. The results of EST database searches and GENSCAN gene prediction analysis reveal 13 serine protease genes and several pseudogenes in the region. Expression analysis by RT-PCR indicates that most of these protease genes are expressed only in a subset of the 35 different normal tissues that have been examined. Several protease genes expressed in skin show higher expression levels in psoriatic lesion samples than in non-lesional skin samples from the same patient. This suggests that the imbalance of a complex protease cascade in skin may contribute to the pathology of disease. The proteases, excluding the kallikrein genes, share approximately 40% of their sequences suggesting that the serine protease gene cluster on chromosome 19q13 arose from ancient gene duplications.",10/17/00,9/14/15 19:01,2/9/16 0:19,,119-30,,1,257,,,,,,,,,,,,,,,,,,,,,*Multigene Family; Amino Acid; Amino Acid Sequence; Base Sequence; Blotting; Chromosome Mapping; Chromosomes; DNA; DNA/chemistry/genetics; Enzymologic; Evolution; Female; Gene Expression Regulation; Human; Humans; Kallikreins/genetics; Male; Molecular; Molecular Sequence Data; Ovarian Neoplasms/enzymology/genetics; Pair 19/*genetics; Psoriasis/enzymology/genetics; Reverse Transcriptase Polymerase Chain Reaction; RNA/genetics/metabolism; Sequence Alignment; Sequence Analysis; Sequence Homology; Serine Endopeptidases/*genetics; Southern; Tissue Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2IBHPVVD,journalArticle,2002,"Smolka, M.; Zhou, H.; Aebersold, R.","Quantitative protein profiling using two-dimensional gel electrophoresis, isotope-coded affinity tag labeling, and mass spectrometry",Molecular & Cellular Proteomics,,,http://dx.doi.org/10.1074/mcp.M100013-MCP200,,"Quantitative protein profiling is an essential part of proteomics and requires new technologies that accurately, reproducibly, and comprehensively identify and quantify the proteins contained in biological samples. We describe a new strategy for quantitative protein profiling that is based on the separation of proteins labeled with isotope-coded affinity tag reagents by two-dimensional gel electrophoresis and their identification and quantification by mass spectrometry. The method is based on the observation that proteins labeled with isotopically different isotope-coded affinity tag reagents precisely co-migrate during two-dimensional gel electrophoresis and that therefore two or more isotopically encoded samples can be separated concurrently in the same gel. By analyzing changes in the proteome of yeast (Saccharomyces cerevisiae) induced by a metabolic shift we show that this simple method accurately quantifies changes in protein abundance even in cases in which multiple proteins migrate to the same gel coordinates. The method is particularly useful for the quantitative analysis and structural characterization of differentially processed or post-translationally modified forms of a protein and is therefore expected to find wide application in proteomics research.",2002-01,9/14/15 19:01,2/9/16 0:19,,19-29,,1,1,,,,,,,,,,,,,,,,,,,,,Affinity Labels/*analysis/chemical synthesis/metabolism; Albumins/chemistry/metabolism; Animals; Cattle; Chickens; Cysteine/analysis; Electrophoresis; Gel; Isotope Labeling; Lactalbumin/chemistry/metabolism; Mass Spectrometry/*methods; Molecular Weight; Ovalbumin/chemistry/metabolism; Peptide Fragments/chemistry/metabolism; Polyacrylamide Gel; Proteome/*analysis/chemistry/metabolism; Saccharomyces cerevisiae/chemistry; Saccharomyces cerevisiae Proteins/chemistry; Trypsin/metabolism; Two-Dimensional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2IM6ZC7Z,journalArticle,2007,"Picotti, P.; Aebersold, R.; Domon, B.",The implications of proteolytic background for shotgun proteomics,Molecular & Cellular Proteomics,,,http://dx.doi.org/10.1074/mcp.M700029-MCP200,,"The analysis by liquid chromatography coupled to tandem mass spectrometry of complex peptide mixtures, generated by proteolysis of protein samples, is the main proteomics method used today. The approach is based on the assumption that each protein present in a sample reproducibly and predictably generates a relatively small number of peptides that can be identified by mass spectrometry. In this study this assumption was examined by a targeted peptide sequencing strategy using inclusion lists to trigger peptide fragmentation attempts. It was found that the number of peptides observed from a single protein is at least one order of magnitude greater than previously assumed. This unexpected complexity of proteomics samples implies substantial technical challenges, explains some perplexing results in the proteomics literature, and prompts the need for developing alternative experimental strategies for the rapid and comprehensive analysis of proteomes.",2007-09,9/14/15 19:03,2/9/16 0:19,,1589-98,,9,6,,,,,,,,,,,,,,,,,,,,,Amino Acid Sequence; Animals; Apolipoprotein A-I/chemistry; Chromatography; Ion Exchange/methods; Ions; Lactoglobulins/chemistry; Liquid/methods; Mass Spectrometry/methods; Molecular Sequence Data; Peptides/chemistry; Proteome; Proteomics/*instrumentation/*methods; Swine; Trypsin/chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2IXN5R25,journalArticle,2004,"Daza-Vamenta, R.; Glusman, G.; Rowen, L.; Guthrie, B.; Geraghty, D. E.",Genetic divergence of the rhesus macaque major histocompatibility complex,Genome Research,,,http://dx.doi.org/10.1101/gr.2134504,,"The major histocompatibility complex (MHC) is comprised of the class I, class II, and class III regions, including the MHC class I and class II genes that play a primary role in the immune response and serve as an important model in studies of primate evolution. Although nonhuman primates contribute significantly to comparative human studies, relatively little is known about the genetic diversity and genomics underlying nonhuman primate immunity. To address this issue, we sequenced a complete rhesus macaque MHC spanning over 5.3 Mb, and obtained an additional 2.3 Mb from a second haplotype, including class II and portions of class I and class III. A major expansion of from six class I genes in humans to as many as 22 active MHC class I genes in rhesus and levels of sequence divergence some 10-fold higher than a similar human comparison were found, averaging from 2% to 6% throughout extended portions of class I and class II. These data pose new interpretations of the evolutionary constraints operating between MHC diversity and T-cell selection by contrasting with models predicting an optimal number of antigen presenting genes. For the clinical model, these data and derivative genetic tools can be implemented in ongoing genetic and disease studies that involve the rhesus macaque.",2004-08,9/14/15 19:02,2/9/16 0:19,,1501-15,,8,14,,,,,,,,,,,,,,,,,,,,,*Genetic Variation; *Major Histocompatibility Complex; Animals; Artificial; Bacterial/genetics; Base Sequence; Chromosomes; DNA/methods; Evolution; Haplotypes; Humans; Macaca mulatta/*genetics/immunology; Molecular; Molecular Sequence Data; Phylogeny; Physical Chromosome Mapping; Sequence Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2KB37RD4,journalArticle,2007,"Hu, Z.; Hood, L.; Tian, Q.",Quantitative proteomic approaches for biomarker discovery,Proteomics: Clinical Applications,,,http://dx.doi.org/10.1111/j.1751-2980.2012.00625.x,,"The rapid advances in proteomic technologies have made possible systematic analysis of hundreds to thousands of proteins in clinical samples with the promise of uncovering novel protein biomarkers for various disease conditions. We will discuss in this review article current MS and protein chip-based quantitative proteomic approaches and their application in biomarker discovery. The emphasis will be placed on new quantification strategies employing stable isotopic labeling coupled with MS/MS, and antibody-based protein chips and nanodevices. The strength and weakness of each technology are briefly highlighted.",2007-09,9/14/15 19:03,2/9/16 0:19,,1036-41,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,2SJNHFDK,journalArticle,2009,"Glatter, T.; Wepf, A.; Aebersold, R.; Gstaiger, M.",An integrated workflow for charting the human interaction proteome: insights into the PP2A system,Molecular Systems Biology,,,http://dx.doi.org/10.1038/msb.2008.75,,"Protein complexes represent major functional units for the execution of biological processes. Systematic affinity purification coupled with mass spectrometry (AP-MS) yielded a wealth of information on the compendium of protein complexes expressed in Saccharomyces cerevisiae. However, global AP-MS analysis of human protein complexes is hampered by the low throughput, sensitivity and data robustness of existing procedures, which limit its application for systems biology research. Here, we address these limitations by a novel integrated method, which we applied and benchmarked for the human protein phosphatase 2A system. We identified a total of 197 protein interactions with high reproducibility, showing the coexistence of distinct classes of phosphatase complexes that are linked to proteins implicated in mitosis, cell signalling, DNA damage control and more. These results show that the presented analytical process will substantially advance throughput and reproducibility in future systematic AP-MS studies on human protein complexes.",2009,9/14/15 19:03,2/9/16 0:19,,237,,,5,,,,,,,,,,,,,,,,,,,,,*Proteome; Affinity; Affinity Labels; Cell Line; Chromatography; Humans; Protein Phosphatase 2/genetics/*metabolism; Saccharomyces cerevisiae/genetics; Sensitivity and Specificity; Tandem Mass Spectrometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,362DQPK5,journalArticle,2003,"Anderson, J. P.; Learn, G. H.; Rodrigo, A. G.; He, X.; Wang, Y.; Weinstock, H.; Kalish, M. L.; Robbins, K. E.; Hood, L.; Mullins, J. I.",Predicting demographic group structures based on DNA sequence data,Molecular Biology and Evolution,,,http://dx.doi.org/10.1093/molbev/msg128,,"The ability to infer relationships between groups of sequences, either by searching for their evolutionary history or by comparing their sequence similarity, can be a crucial step in hypothesis testing. Interpreting relationships of human immunodeficiency virus type 1 (HIV-1) sequences can be challenging because of their rapidly evolving genomes, but it may also lead to a better understanding of the underlying biology. Several studies have focused on the evolution of HIV-1, but there is little information to link sequence similarities and evolutionary histories of HIV-1 to the epidemiological information of the infected individual. Our goal was to correlate patterns of HIV-1 genetic diversity with epidemiological information, including risk and demographic factors. These correlations were then used to predict epidemiological information through analyzing short stretches of HIV-1 sequence. Using standard phylogenetic and phenetic techniques on 100 HIV-1 subtype B sequences, we were able to show some correlation between the viral sequences and the geographic area of infection and the risk of men who engage in sex with men. To help identify more subtle relationships between the viral sequences, the method of multidimensional scaling (MDS) was performed. That method identified statistically significant correlations between the viral sequences and the risk factors of men who engage in sex with men and individuals who engage in sex with injection drug users or use injection drugs themselves. Using tree construction, MDS, and newly developed likelihood assignment methods on the original 100 samples we sequenced, and also on a set of blinded samples, we were able to predict demographic/risk group membership at a rate statistically better than by chance alone. Such methods may make it possible to identify viral variants belonging to specific demographic groups by examining only a small portion of the HIV-1 genome. Such predictions of demographic epidemiology based on sequence information may become valuable in assigning different treatment regimens to infected individuals.",2003-07,9/14/15 19:01,2/9/16 0:19,,1168-80,,7,20,,,,,,,,,,,,,,,,,,,,,Adolescent; Adult; Demography; DNA; Evolution; Female; Genetic; Genetic Variation; Genome; Great Britain/epidemiology; HIV-1/classification/ genetics; HIV Envelope Protein gp120/ genetics; HIV Infections/ epidemiology/genetics/virology; Homosexuality; Humans; Male; Middle Aged; Models; Molecular; Phylogeny; Risk Factors; Sequence Analysis; Viral; Viral/genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,38QWMIE9,journalArticle,2004,"Ranish, J.; Hahn, S.; Lu, H.; Yi, E. C.; Li, X. J.; Eng, J.; Aebersold, R.","Quantitative proteomics analysis of an RNA polymerase II transcription complex identifies TFB5, a new component of general transcription factor IIH",Molecular and Cellular Biology,,,http://dx.doi.org/10.1038/ng1385 ,,,2004,9/14/15 19:02,2/9/16 0:19,,1709-20,,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,3BQW6F6S,journalArticle,2006,"Maccarana, M.; Olander, B.; Malmstrom, J.; Tiedemann, K.; Aebersold, R.; Lindahl, U.; Li, J. P.; Malmstrom, A.",Biosynthesis of dermatan sulfate: chondroitin-glucuronate C5-epimerase is identical to SART2,The Journal of Biological Chemistry,,,http://dx.doi.org/10.1074/jbc.M513373200,,"We identified the gene encoding chondroitin-glucuronate C5-epimerase (EC 5.1.3.19) that converts D-glucuronic acid to L-iduronic acid residues in dermatan sulfate biosynthesis. The enzyme was solubilized from bovine spleen, and an approximately 43,000-fold purified preparation containing a major 89-kDa candidate component was subjected to mass spectrometry analysis of tryptic peptides. SART2 (squamous cell carcinoma antigen recognized by T cell 2), a protein with unknown function highly expressed in cancers cells and tissues, was identified by 18 peptides covering 26% of the sequence. Transient expression of cDNA resulted in a 22-fold increase in epimerase activity in 293HEK cell lysate. Moreover, overexpressing cells produced dermatan sulfate chains with 20% of iduronic acid-containing disaccharide units, as compared with 5% for mock-transfected cells. The iduronic acid residues were preferentially clustered in blocks, as in naturally occurring dermatan sulfate. Given the discovered identity, we propose to rename SART2 (Nakao, M., Shichijo, S., Imaizumi, T., Inoue, Y., Matsunaga, K., Yamada, A., Kikuchi, M., Tsuda, N., Ohta, K., Takamori, S., Yamana, H., Fujita, H., and Itoh, K. (2000) J. Immunol. 164, 2565-2574) with a functional designation, chondroitin-glucuronate C5-epimerase (or DS epimerase). DS epimerase activity is ubiquitously present in normal tissues, although with marked quantitative differences. It is highly homologous to part of the NCAG1 protein, encoded by the C18orf4 gene, genetically linked to bipolar disorder. NCAG1 also contains a putative chondroitin sulfate sulfotransferase domain and thus may be involved in dermatan sulfate biosynthesis. The functional relation between dermatan sulfate and cancers is unknown but may involve known iduronic acid-dependent interactions with growth factors, selectins, cytokines, or coagulation inhibitors.",4/28/06,9/14/15 19:02,2/9/16 0:19,,11560-8,,17,281,,,,,,,,,,,,,,,,,,,,,Amino Acid; Amino Acid Sequence; Animals; Antigens; Carbohydrate Epimerases/genetics/isolation & purification/*metabolism; Cattle; Cells; Complementary; Cultured; Dermatan Sulfate/*biosynthesis; DNA; DNA-Binding Proteins/*chemistry/metabolism; Humans; Iduronic Acid/metabolism; Kidney/metabolism; Mass Spectrometry; Molecular Sequence Data; Muscles/metabolism; Neoplasm/*chemistry/metabolism; Neoplasm Proteins/*chemistry/metabolism; Rats; Sequence Homology; Spleen/enzymology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,3C9IURPU,journalArticle,2010,"Wan, Y.; Chiang, J. H.; Lin, C. H.; Arens, C. E.; Saleem, R. A.; Smith, J. J.; Aitchison, J. D.",Histone chaperone Chz1p regulates H2B ubiquitination and subtelomeric anti-silencing,Nucleic Acids Research,,,http://dx.doi.org/10.1093/nar/gkp1099,,"Chz1p is a histone chaperone that interacts physically and functionally with the histone variant Htz1p, which has been implicated in establishing and maintaining boundaries between transcriptionally inactive heterochromatin and active euchromatin. To investigate the role of Chz1p in chromatin organization, we performed genome-wide expression arrays and chromatin immunoprecipitations of SIR complex components and modified histones in a CHZ1 deletion strain. Deletion of CHZ1 led to reduced ubiquitination of subtelomere-associated H2B, reduced subtelomeric H3K79 di-methylation, and increased binding of Sir3p, and Sir4p at telomere-distal euchromatin regions, correlating with decreased gene expression in subtelomeric regions. This anti-silencing defect appears to be mediated by enhanced association of de-ubiquitinase Ubp10p with subtelomeric DNA, as detected by chromatin immunoprecipitation analysis. In support of this, we show that deletion of UBP10 can antagonize the subtelomeric silencing phenotype of Deltachz1. Taken together, the results demonstrate a novel role for Chz1p in epigenetic regulation, through H2B de-ubiquitination by Ubp10p.",2010-03,9/14/15 19:04,2/9/16 0:19,,1431-40,,5,38,,,,,,,,,,,,,,,,,,,,,*Gene Expression Regulation; *Ubiquitination; Fungal; Gene Deletion; Gene Silencing; Genetic; Histone Chaperones/genetics/*physiology; Histones/chemistry/*metabolism; Methylation; Nuclear Proteins/metabolism; Saccharomyces cerevisiae/metabolism; Saccharomyces cerevisiae Proteins/genetics/metabolism/*physiology; Silent Information Regulator Proteins; Telomere/metabolism; Transcription; Ubiquitin Thiolesterase/metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,3IHN2JAP,journalArticle,2000,"Gygi, S. P.; Corthals, G. L.; Zhang, Y.; Rochon, Y.; Aebersold, R.",Evaluation of two-dimensional gel electrophoresis-based proteome analysis technology,Proceedings of the National Academy of Sciences,,,http://dx.doi.org/10.1073/pnas.160270797,,"Proteome analysis is most commonly accomplished by a combination of two-dimensional gel electrophoresis (2DE) to separate and visualize proteins and mass spectrometry (MS) for protein identification. Although this technique is powerful, mature, and sensitive, questions remain concerning its ability to characterize all of the elements of a proteome. In the current study, more than 1,500 features were visualized by silver staining a narrow pH range (4.9-5. 7) 2D gel in which 0.5 mg of total soluble yeast protein was separated. Fifty spots migrating to a region of 4 cm(2) were subjected to MS protein identification. Despite the high sample load and extended electrophoretic separation, proteins from genes with codon bias values of <0.1 (lower abundance proteins) were not found, even though fully one-half of all yeast genes fall into that range. Proteins from genes with codon bias values of <0.1 were found, however, if protein amounts exceeding the capacity of 2DE were fractionated and analyzed. We conclude that the large range of protein expression levels limits the ability of the 2DE-MS approach to analyze proteins of medium to low abundance, and thus the potential of this technique for proteome analysis is likewise limited.",8/15/00,9/14/15 19:01,2/9/16 0:19,,9390-5,,17,97,,,,,,,,,,,,,,,,,,,,,*Proteome; Amino Acid Sequence; Codon/genetics; Electrophoresis; Fungal Proteins/*analysis/*chemistry/genetics; Gel; Hydrogen-Ion Concentration; Isoelectric Focusing; Mass Spectrometry; Molecular Sequence Data; Molecular Weight; Peptide Mapping/*methods; Saccharomyces cerevisiae/*chemistry/genetics; Sample Size; Sensitivity and Specificity; Silver Staining; Two-Dimensional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteomics,3NFRMIN7,journalArticle,2011,"Yoon, S. H.; Reiss, D. J.; Bare, J. C.; Tenenbaum, D.; Pan, M.; Slagel, J.; Moritz, R. L.; Lim, S.; Hackett, M.; Menon, A. L.; Adams, M. W.; Barnebey, A.; Yannone, S. M.; Leigh, J. A.; Baliga, N. S.",Parallel evolution of transcriptome architecture during genome reorganization,Genome Research,,,http://dx.doi.org/10.1101/gr.122218.111,,"Assembly of genes into operons is generally viewed as an important process during the continual adaptation of microbes to changing environmental challenges. However, the genome reorganization events that drive this process are also the roots of instability for existing operons. We have determined that there exists a statistically significant trend that correlates the proportion of genes encoded in operons in archaea to their phylogenetic lineage. We have further characterized how microbes deal with operon instability by mapping and comparing transcriptome architectures of four phylogenetically diverse extremophiles that span the range of operon stabilities observed across archaeal lineages: a photoheterotrophic halophile (Halobacterium salinarum NRC-1), a hydrogenotrophic methanogen (Methanococcus maripaludis S2), an acidophilic and aerobic thermophile (Sulfolobus solfataricus P2), and an anaerobic hyperthermophile (Pyrococcus furiosus DSM 3638). We demonstrate how the evolution of transcriptional elements (promoters and terminators) generates new operons, restores the coordinated regulation of translocated, inverted, and newly acquired genes, and introduces completely novel regulation for even some of the most conserved operonic genes such as those encoding subunits of the ribosome. The inverse correlation (r = -0.92) between the proportion of operons with such internally located transcriptional elements and the fraction of conserved operons in each of the four archaea reveals an unprecedented view into varying stages of operon evolution. Importantly, our integrated analysis has revealed that organisms adapted to higher growth temperatures have lower tolerance for genome reorganization events that disrupt operon structures.",2011-11,9/14/15 19:04,2/9/16 0:19,,1892-904,,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
