id,Institution,Minute Index,Date,Hour,Minute,Motivation,Sessions,Session Duration,Pageviews,Pages / Session,Landing Page,User Type,Traffic Type,Operating System,City,Region,Country
4815,CAMSTL,92845,20160114,11,25,Professional,1,0:01:09,2,2,/lalanternfestival/,New Visitor,referral,iOS,San Francisco,California,United States
4816,CAMSTL,92846,20160114,11,26,Professional,0,0:00:00,1,0,/lalanternfestival/,New Visitor,referral,iOS,San Francisco,California,United States
4817,CAMSTL,92847,20160114,11,27,Professional,1,0:00:24,3,3,/calendar/,New Visitor,direct,iOS,San Francisco,California,United States
4818,CAMSTL,99255,20160118,22,15,Professional,1,0:05:29,2,2,/,New Visitor,organic,Windows,Waco,Texas,United States
4819,CAMSTL,99256,20160118,22,16,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Waco,Texas,United States
4820,CAMSTL,99257,20160118,22,17,Professional,0,0:00:00,2,0,/,New Visitor,organic,Windows,Waco,Texas,United States
4821,CAMSTL,99259,20160118,22,19,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Waco,Texas,United States
4822,CAMSTL,99260,20160118,22,20,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Waco,Texas,United States
4823,CAMSTL,103639,20160121,23,19,Professional,1,0:01:49,1,1,/,New Visitor,referral,Macintosh,West Covina,California,United States
4824,CAMSTL,103640,20160121,23,20,Professional,0,0:00:00,4,0,/,New Visitor,referral,Macintosh,West Covina,California,United States
4825,CAMSTL,103641,20160121,23,21,Professional,0,0:00:00,1,0,/,New Visitor,referral,Macintosh,West Covina,California,United States
4826,CAMSTL,110674,20160126,20,34,Professional,1,0:02:58,3,3,/,New Visitor,organic,iOS,West Covina,California,United States
4827,CAMSTL,110675,20160126,20,35,Professional,0,0:00:00,1,0,/,New Visitor,organic,iOS,West Covina,California,United States
4828,CAMSTL,110677,20160126,20,37,Professional,0,0:00:00,2,0,/,New Visitor,organic,iOS,West Covina,California,United States
4829,CAMSTL,113010,20160128,11,30,Professional,1,0:14:14,3,3,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4830,CAMSTL,113011,20160128,11,31,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4831,CAMSTL,113022,20160128,11,42,Professional,0,0:00:00,4,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4832,CAMSTL,113024,20160128,11,44,Professional,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4833,CAMSTL,127280,20160207,9,20,Professional,1,0:01:44,2,2,/,New Visitor,organic,iOS,Hacienda Heights,California,United States
4834,CAMSTL,127281,20160207,9,21,Professional,0,0:00:00,1,0,/,New Visitor,organic,iOS,Hacienda Heights,California,United States
4835,CAMSTL,127282,20160207,9,22,Professional,0,0:00:00,1,0,/,New Visitor,organic,iOS,Hacienda Heights,California,United States
4836,CAMSTL,134763,20160212,14,3,Professional,1,0:01:15,1,1,/,New Visitor,organic,Windows,Los Angeles,California,United States
4837,CAMSTL,134764,20160212,14,4,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Los Angeles,California,United States
4838,CAMSTL,134765,20160212,14,5,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Los Angeles,California,United States
4839,CAMSTL,136062,20160213,11,42,Professional,1,0:01:12,2,2,/,New Visitor,organic,Macintosh,Princeton,New Jersey,United States
4840,CAMSTL,136063,20160213,11,43,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Princeton,New Jersey,United States
4841,CAMSTL,138130,20160214,22,10,Professional,1,0:02:35,1,1,/intern/,New Visitor,referral,Windows,Glendora,California,United States
4842,CAMSTL,138131,20160214,22,11,Professional,0,0:00:00,1,0,/intern/,New Visitor,referral,Windows,Glendora,California,United States
4843,CAMSTL,138133,20160214,22,13,Professional,0,0:00:00,1,0,/intern/,New Visitor,referral,Windows,Glendora,California,United States
4844,CAMSTL,148323,20160222,0,3,Professional,1,0:02:50,2,2,/lalanternfestival/,Returning Visitor,organic,Macintosh,Los Angeles,California,United States
4845,CAMSTL,148324,20160222,0,4,Professional,0,0:00:00,2,0,/lalanternfestival/,Returning Visitor,organic,Macintosh,Los Angeles,California,United States
4846,CAMSTL,148326,20160222,0,6,Professional,0,0:00:00,1,0,/lalanternfestival/,Returning Visitor,organic,Macintosh,Los Angeles,California,United States
4847,CAMSTL,149453,20160222,18,53,Professional,1,0:36:05,4,4,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4848,CAMSTL,149460,20160222,19,0,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4849,CAMSTL,149464,20160222,19,4,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4850,CAMSTL,149465,20160222,19,5,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4851,CAMSTL,149466,20160222,19,6,Professional,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4852,CAMSTL,149467,20160222,19,7,Professional,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4853,CAMSTL,149469,20160222,19,9,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4854,CAMSTL,149470,20160222,19,10,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4855,CAMSTL,149472,20160222,19,12,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4856,CAMSTL,149480,20160222,19,20,Professional,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4857,CAMSTL,149481,20160222,19,21,Professional,0,0:00:00,3,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4858,CAMSTL,149484,20160222,19,24,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4859,CAMSTL,149486,20160222,19,26,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4860,CAMSTL,149487,20160222,19,27,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4861,CAMSTL,149489,20160222,19,29,Professional,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Los Angeles,California,United States
4862,CAMSTL,150933,20160223,19,33,Professional,1,0:37:57,3,3,/,New Visitor,referral,Macintosh,Almaty,(not set),Kazakhstan
4863,CAMSTL,150938,20160223,19,38,Professional,0,0:00:00,4,0,/,New Visitor,referral,Macintosh,Almaty,(not set),Kazakhstan
4864,CAMSTL,150939,20160223,19,39,Professional,0,0:00:00,1,0,/,New Visitor,referral,Macintosh,Almaty,(not set),Kazakhstan
4865,CAMSTL,150953,20160223,19,53,Professional,0,0:00:00,1,0,/,New Visitor,referral,Macintosh,Almaty,(not set),Kazakhstan
4866,CAMSTL,150961,20160223,20,1,Professional,0,0:00:00,2,0,/,New Visitor,referral,Macintosh,Almaty,(not set),Kazakhstan
4867,CAMSTL,150970,20160223,20,10,Professional,0,0:00:00,2,0,/,New Visitor,referral,Macintosh,Almaty,(not set),Kazakhstan
4868,CAMSTL,150971,20160223,20,11,Professional,0,0:00:00,3,0,/,New Visitor,referral,Macintosh,Almaty,(not set),Kazakhstan
4869,CAMSTL,151915,20160224,11,55,Professional,1,0:20:26,2,2,/,Returning Visitor,direct,Windows,Caledon,Ontario,Canada
4870,CAMSTL,151917,20160224,11,57,Professional,0,0:00:00,1,0,/,Returning Visitor,direct,Windows,Caledon,Ontario,Canada
4871,CAMSTL,151921,20160224,12,1,Professional,0,0:00:00,1,0,/,Returning Visitor,direct,Windows,Caledon,Ontario,Canada
4872,CAMSTL,151923,20160224,12,3,Professional,0,0:00:00,1,0,/,Returning Visitor,direct,Windows,Caledon,Ontario,Canada
4873,CAMSTL,151927,20160224,12,7,Professional,0,0:00:00,4,0,/,Returning Visitor,direct,Windows,Caledon,Ontario,Canada
4874,CAMSTL,151933,20160224,12,13,Professional,0,0:00:00,2,0,/,Returning Visitor,direct,Windows,Caledon,Ontario,Canada
4875,CAMSTL,151935,20160224,12,15,Professional,0,0:00:00,1,0,/,Returning Visitor,direct,Windows,Caledon,Ontario,Canada
4876,CAMSTL,160596,20160301,12,36,Professional,1,0:02:33,1,1,/,New Visitor,referral,Windows,Riverside,California,United States
4877,CAMSTL,160597,20160301,12,37,Professional,0,0:00:00,2,0,/,New Visitor,referral,Windows,Riverside,California,United States
4878,CAMSTL,160599,20160301,12,39,Professional,0,0:00:00,1,0,/,New Visitor,referral,Windows,Riverside,California,United States
4879,CAMSTL,161183,20160301,22,23,Professional,1,0:01:33,1,1,/LALanternFestival/,New Visitor,direct,Android,West Covina,California,United States
4880,CAMSTL,161184,20160301,22,24,Professional,0,0:00:00,5,0,/LALanternFestival/,New Visitor,direct,Android,West Covina,California,United States
4881,CAMSTL,166543,20160305,15,43,Professional,1,0:00:44,1,1,/lalanternfestival/,New Visitor,organic,Windows,Los Angeles,California,United States
4882,CAMSTL,166544,20160305,15,44,Professional,0,0:00:00,1,0,/lalanternfestival/,New Visitor,organic,Windows,Los Angeles,California,United States
4883,CAMSTL,170469,20160308,9,9,Professional,1,0:14:11,2,2,/,New Visitor,organic,Windows,Washington,District of Columbia,United States
4884,CAMSTL,170470,20160308,9,10,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Washington,District of Columbia,United States
4885,CAMSTL,170483,20160308,9,23,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Washington,District of Columbia,United States
4886,CAMSTL,195461,20160325,17,41,Professional,1,0:00:35,1,1,/,New Visitor,direct,Macintosh,Providence,Rhode Island,United States
4887,CAMSTL,195462,20160325,17,42,Professional,0,0:00:00,3,0,/,New Visitor,direct,Macintosh,Providence,Rhode Island,United States
4888,CAMSTL,213985,20160407,14,25,Professional,1,0:24:18,1,1,/,New Visitor,organic,Windows,Los Angeles,California,United States
4889,CAMSTL,213986,20160407,14,26,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Los Angeles,California,United States
4890,CAMSTL,213995,20160407,14,35,Professional,0,0:00:00,2,0,/,New Visitor,organic,Windows,Los Angeles,California,United States
4891,CAMSTL,214010,20160407,14,50,Professional,0,0:00:00,1,0,/,New Visitor,organic,Windows,Los Angeles,California,United States
4892,CAMSTL,217090,20160409,18,10,Professional,1,0:02:03,2,2,/,New Visitor,referral,Windows,Santa Cruz,California,United States
4893,CAMSTL,217092,20160409,18,12,Professional,0,0:00:00,1,0,/,New Visitor,referral,Windows,Santa Cruz,California,United States
4894,CAMSTL,221141,20160412,13,41,Professional,1,0:02:30,1,1,/visit/,Returning Visitor,referral,Windows,Los Angeles,California,United States
4895,CAMSTL,221142,20160412,13,42,Professional,0,0:00:00,3,0,/visit/,Returning Visitor,referral,Windows,Los Angeles,California,United States
4896,CAMSTL,221143,20160412,13,43,Professional,0,0:00:00,1,0,/visit/,Returning Visitor,referral,Windows,Los Angeles,California,United States
4897,CAMSTL,221144,20160412,13,44,Professional,0,0:00:00,1,0,/visit/,Returning Visitor,referral,Windows,Los Angeles,California,United States
4898,CAMSTL,28249,20151130,14,49,Recharger,1,0:00:12,1,1,/,New Visitor,referral,Macintosh,New York,New York,United States
4899,CAMSTL,28250,20151130,14,50,Recharger,0,0:00:00,1,0,/,New Visitor,referral,Macintosh,New York,New York,United States
4900,CAMSTL,35561,20151205,16,41,Recharger,1,0:05:40,1,1,/,New Visitor,organic,Windows,Irvine,California,United States
4901,CAMSTL,35562,20151205,16,42,Recharger,0,0:00:00,2,0,/,New Visitor,organic,Windows,Irvine,California,United States
4902,CAMSTL,35563,20151205,16,43,Recharger,0,0:00:00,1,0,/,New Visitor,organic,Windows,Irvine,California,United States
4903,CAMSTL,35564,20151205,16,44,Recharger,0,0:00:00,1,0,/,New Visitor,organic,Windows,Irvine,California,United States
4904,CAMSTL,35565,20151205,16,45,Recharger,0,0:00:00,1,0,/,New Visitor,organic,Windows,Irvine,California,United States
4905,CAMSTL,35566,20151205,16,46,Recharger,0,0:00:00,1,0,/,New Visitor,organic,Windows,Irvine,California,United States
4906,CAMSTL,35567,20151205,16,47,Recharger,0,0:00:00,3,0,/,New Visitor,organic,Windows,Irvine,California,United States
4907,CAMSTL,78963,20160104,20,3,Recharger,1,0:04:14,1,1,/current-exhibits/,New Visitor,organic,iOS,Los Angeles,California,United States
4908,CAMSTL,78967,20160104,20,7,Recharger,0,0:00:00,1,0,/current-exhibits/,New Visitor,organic,iOS,Los Angeles,California,United States
4909,CAMSTL,78968,20160104,20,8,Recharger,0,0:00:00,2,0,/current-exhibits/,New Visitor,organic,iOS,Los Angeles,California,United States
4910,CAMSTL,115898,20160130,11,38,Recharger,1,0:01:53,1,1,/,New Visitor,referral,iOS,Los Angeles,California,United States
4911,CAMSTL,115899,20160130,11,39,Recharger,0,0:00:00,1,0,/,New Visitor,referral,iOS,Los Angeles,California,United States
4912,CAMSTL,115900,20160130,11,40,Recharger,0,0:00:00,1,0,/,New Visitor,referral,iOS,Los Angeles,California,United States
4913,CAMSTL,124882,20160205,17,22,Recharger,1,0:03:43,1,1,/lalanternfestival/,New Visitor,direct,iOS,Los Angeles,California,United States
4914,CAMSTL,124883,20160205,17,23,Recharger,0,0:00:00,1,0,/lalanternfestival/,New Visitor,direct,iOS,Los Angeles,California,United States
4915,CAMSTL,124884,20160205,17,24,Recharger,0,0:00:00,6,0,/lalanternfestival/,New Visitor,direct,iOS,Los Angeles,California,United States
4916,CAMSTL,124885,20160205,17,25,Recharger,0,0:00:00,3,0,/lalanternfestival/,New Visitor,direct,iOS,Los Angeles,California,United States
4917,CAMSTL,124886,20160205,17,26,Recharger,0,0:00:00,3,0,/lalanternfestival/,New Visitor,direct,iOS,Los Angeles,California,United States
4918,CAMSTL,157497,20160228,8,57,Recharger,1,0:00:52,2,2,/lalanternfestival/,New Visitor,direct,iOS,(not set),(not set),(not set)
4919,CAMSTL,157498,20160228,8,58,Recharger,0,0:00:00,2,0,/lalanternfestival/,New Visitor,direct,iOS,(not set),(not set),(not set)
4920,CAMSTL,158278,20160228,21,58,Recharger,1,0:05:37,1,1,/lalanternfestival/,New Visitor,direct,Android,Alhambra,California,United States
4921,CAMSTL,158281,20160228,22,1,Recharger,0,0:00:00,1,0,/lalanternfestival/,New Visitor,direct,Android,Alhambra,California,United States
4922,CAMSTL,158283,20160228,22,3,Recharger,0,0:00:00,2,0,/lalanternfestival/,New Visitor,direct,Android,Alhambra,California,United States
4923,CAMSTL,158284,20160228,22,4,Recharger,0,0:00:00,2,0,/lalanternfestival/,New Visitor,direct,Android,Alhambra,California,United States
4924,CAMSTL,161970,20160302,11,30,Recharger,1,0:00:37,1,1,/lalanternfestival/,New Visitor,direct,iOS,Los Angeles,California,United States
4925,CAMSTL,161971,20160302,11,31,Recharger,0,0:00:00,1,0,/lalanternfestival/,New Visitor,direct,iOS,Los Angeles,California,United States
4926,CAMSTL,237682,20160424,1,22,Recharger,1,0:04:35,1,1,/,New Visitor,referral,iOS,Los Angeles,California,United States
4927,CAMSTL,237683,20160424,1,23,Recharger,0,0:00:00,1,0,/,New Visitor,referral,iOS,Los Angeles,California,United States
4928,CAMSTL,237686,20160424,1,26,Recharger,0,0:00:00,2,0,/,New Visitor,referral,iOS,Los Angeles,California,United States
4929,CAMSTL,237687,20160424,1,27,Recharger,0,0:00:00,1,0,/,New Visitor,referral,iOS,Los Angeles,California,United States
4930,CAMSTL,9113,20151117,7,53,Seeker,1,0:10:14,5,5,/,New Visitor,organic,Windows,Rosemead,California,United States
4931,CAMSTL,9116,20151117,7,56,Seeker,0,0:00:00,1,0,/,New Visitor,organic,Windows,Rosemead,California,United States
4932,CAMSTL,9120,20151117,8,0,Seeker,0,0:00:00,2,0,/,New Visitor,organic,Windows,Rosemead,California,United States
4933,CAMSTL,9121,20151117,8,1,Seeker,0,0:00:00,3,0,/,New Visitor,organic,Windows,Rosemead,California,United States
4934,CAMSTL,9122,20151117,8,2,Seeker,0,0:00:00,1,0,/,New Visitor,organic,Windows,Rosemead,California,United States
4935,CAMSTL,9123,20151117,8,3,Seeker,0,0:00:00,1,0,/,New Visitor,organic,Windows,Rosemead,California,United States
4936,CAMSTL,88686,20160111,14,6,Seeker,1,0:13:36,2,2,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4937,CAMSTL,88687,20160111,14,7,Seeker,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4938,CAMSTL,88689,20160111,14,9,Seeker,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4939,CAMSTL,88691,20160111,14,11,Seeker,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4940,CAMSTL,88692,20160111,14,12,Seeker,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4941,CAMSTL,88693,20160111,14,13,Seeker,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4942,CAMSTL,88694,20160111,14,14,Seeker,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4943,CAMSTL,88695,20160111,14,15,Seeker,0,0:00:00,3,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4944,CAMSTL,88696,20160111,14,16,Seeker,0,0:00:00,6,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4945,CAMSTL,88698,20160111,14,18,Seeker,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4946,CAMSTL,88699,20160111,14,19,Seeker,0,0:00:00,3,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4947,CAMSTL,88700,20160111,14,20,Seeker,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,McKinney,Texas,United States
4948,CAMSTL,132251,20160210,20,11,Seeker,1,0:14:39,1,1,/lalanternfestival/,New Visitor,direct,Android,Los Angeles,California,United States
4949,CAMSTL,132266,20160210,20,26,Seeker,0,0:00:00,1,0,/lalanternfestival/,New Visitor,direct,Android,Los Angeles,California,United States
4950,CAMSTL,138863,20160215,10,23,Seeker,1,0:06:37,1,1,/LALanternFestival/,New Visitor,referral,Windows,Los Angeles,California,United States
4951,CAMSTL,138864,20160215,10,24,Seeker,0,0:00:00,1,0,/LALanternFestival/,New Visitor,referral,Windows,Los Angeles,California,United States
4952,CAMSTL,138869,20160215,10,29,Seeker,0,0:00:00,1,0,/LALanternFestival/,New Visitor,referral,Windows,Los Angeles,California,United States
4953,CAMSTL,138870,20160215,10,30,Seeker,0,0:00:00,1,0,/LALanternFestival/,New Visitor,referral,Windows,Los Angeles,California,United States
4954,CAMSTL,149187,20160222,14,27,Seeker,1,0:00:35,2,2,/lalanternfestival/,New Visitor,direct,Macintosh,Torrance,California,United States
4955,CAMSTL,211607,20160405,22,47,Seeker,1,0:00:47,1,1,/,Returning Visitor,organic,Windows,Alhambra,California,United States
4956,CAMSTL,211608,20160405,22,48,Seeker,0,0:00:00,2,0,/,Returning Visitor,organic,Windows,Alhambra,California,United States
4957,CSM,6126,20151106,6,6,Explorer,1,1:03:05,2,2,/,New Visitor,organic,Windows,Denver,Colorado,United States
4958,CSM,6127,20151106,6,7,Explorer,0,0:00:00,1,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4959,CSM,6128,20151106,6,8,Explorer,0,0:00:00,1,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4960,CSM,6129,20151106,6,9,Explorer,0,0:00:00,2,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4961,CSM,6157,20151106,6,37,Explorer,0,0:00:00,1,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4962,CSM,6166,20151106,6,46,Explorer,0,0:00:00,1,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4963,CSM,6170,20151106,6,50,Explorer,0,0:00:00,1,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4964,CSM,6182,20151106,7,2,Explorer,0,0:00:00,1,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4965,CSM,6186,20151106,7,6,Explorer,0,0:00:00,2,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4966,CSM,6187,20151106,7,7,Explorer,0,0:00:00,2,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4967,CSM,6189,20151106,7,9,Explorer,0,0:00:00,2,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4968,CSM,6205,20151106,7,25,Explorer,1,0:00:52,2,2,/,New Visitor,organic,Windows,Minneapolis,Minnesota,United States
4969,CSM,6544,20151106,13,4,Explorer,1,0:04:35,4,4,/,Returning Visitor,organic,Windows,Lakewood,Colorado,United States
4970,CSM,6547,20151106,13,7,Explorer,0,0:00:00,2,0,/,Returning Visitor,organic,Windows,Lakewood,Colorado,United States
4971,CSM,6548,20151106,13,8,Explorer,0,0:00:00,4,0,/,Returning Visitor,organic,Windows,Lakewood,Colorado,United States
4972,CSM,7779,20151107,9,39,Explorer,1,0:00:49,1,1,/info,New Visitor,organic,iOS,Mount Pleasant,Michigan,United States
4973,CSM,7780,20151107,9,40,Explorer,0,0:00:00,1,0,/info,New Visitor,organic,iOS,Mount Pleasant,Michigan,United States
4974,CSM,7858,20151107,10,58,Explorer,1,0:02:03,1,1,/exhibitions/,Returning Visitor,direct,Macintosh,Southold,New York,United States
4975,CSM,7859,20151107,10,59,Explorer,0,0:00:00,1,0,/exhibitions/,Returning Visitor,direct,Macintosh,Southold,New York,United States
4976,CSM,7860,20151107,11,0,Explorer,0,0:00:00,1,0,/exhibitions/,Returning Visitor,direct,Macintosh,Southold,New York,United States
4977,CSM,9865,20151108,20,25,Explorer,1,0:03:29,3,3,/,New Visitor,organic,Macintosh,Denver,Colorado,United States
4978,CSM,9866,20151108,20,26,Explorer,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,Denver,Colorado,United States
4979,CSM,9867,20151108,20,27,Explorer,0,0:00:00,1,0,/,New Visitor,organic,Macintosh,Denver,Colorado,United States
4980,CSM,9868,20151108,20,28,Explorer,0,0:00:00,2,0,/,New Visitor,organic,Macintosh,Denver,Colorado,United States
4981,CSM,12396,20151110,14,36,Explorer,1,0:05:42,1,1,/museum-rental/,New Visitor,organic,Windows,(not set),Wyoming,United States
4982,CSM,12397,20151110,14,37,Explorer,0,0:00:00,2,0,/museum-rental/,New Visitor,organic,Windows,(not set),Wyoming,United States
4983,CSM,12398,20151110,14,38,Explorer,0,0:00:00,2,0,/museum-rental/,New Visitor,organic,Windows,(not set),Wyoming,United States
4984,CSM,12400,20151110,14,40,Explorer,0,0:00:00,1,0,/museum-rental/,New Visitor,organic,Windows,(not set),Wyoming,United States
4985,CSM,12401,20151110,14,41,Explorer,0,0:00:00,2,0,/museum-rental/,New Visitor,organic,Windows,(not set),Wyoming,United States
4986,CSM,14017,20151111,17,37,Explorer,1,0:02:17,2,2,/,New Visitor,organic,Windows,Denver,Colorado,United States
4987,CSM,14018,20151111,17,38,Explorer,0,0:00:00,2,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4988,CSM,14019,20151111,17,39,Explorer,0,0:00:00,3,0,/,New Visitor,organic,Windows,Denver,Colorado,United States
4989,CSM,15485,20151112,18,5,Explorer,1,0:00:28,3,3,/another-year-of-free-public-programs/,New Visitor,direct,Android,Nederland,Colorado,United States
4990,CSM,17965,20151114,11,25,Explorer,1,0:09:48,1,1,/tag/clyfford-still/,New Visitor,organic,Windows,Spokane,Washington,United States
4991,CSM,17967,20151114,11,27,Explorer,0,0:00:00,4,0,/tag/clyfford-still/,New Visitor,organic,Windows,Spokane,Washington,United States
4992,CSM,17974,20151114,11,34,Explorer,0,0:00:00,1,0,/tag/clyfford-still/,New Visitor,organic,Windows,Spokane,Washington,United States
4993,CSM,17975,20151114,11,35,Explorer,0,0:00:00,4,0,/tag/clyfford-still/,New Visitor,organic,Windows,Spokane,Washington,United States
4994,CSM,18136,20151114,14,16,Explorer,1,0:00:51,1,1,/clyfford-still/,New Visitor,organic,Macintosh,Bloomington,Illinois,United States
4995,CSM,18137,20151114,14,17,Explorer,0,0:00:00,1,0,/clyfford-still/,New Visitor,organic,Macintosh,Bloomington,Illinois,United States
4996,CSM,22426,20151117,13,46,Explorer,1,0:00:41,3,3,/,New Visitor,organic,Macintosh,Louisville,Kentucky,United States
4997,CSM,23724,20151118,11,24,Explorer,1,0:01:54,1,1,/clyfford-still/,New Visitor,organic,Windows,Cullowhee,North Carolina,United States
4998,CSM,23725,20151118,11,25,Explorer,0,0:00:00,1,0,/clyfford-still/,New Visitor,organic,Windows,Cullowhee,North Carolina,United States
4999,CSM,23726,20151118,11,26,Explorer,0,0:00:00,2,0,/clyfford-still/,New Visitor,organic,Windows,Cullowhee,North Carolina,United States
5000,CSM,24887,20151119,6,47,Explorer,1,0:05:09,2,2,/,Returning Visitor,paid,Macintosh,Louisville,Kentucky,United States
5001,CSM,24888,20151119,6,48,Explorer,0,0:00:00,1,0,/,Returning Visitor,paid,Macintosh,Louisville,Kentucky,United States
5002,CSM,24891,20151119,6,51,Explorer,0,0:00:00,1,0,/,Returning Visitor,paid,Macintosh,Louisville,Kentucky,United States
5003,CSM,24892,20151119,6,52,Explorer,0,0:00:00,1,0,/,Returning Visitor,paid,Macintosh,Louisville,Kentucky,United States
5004,CSM,29377,20151122,9,37,Explorer,1,0:15:09,1,1,/tag/collection/,New Visitor,organic,Android,Valley Center,California,United States
5005,CSM,29379,20151122,9,39,Explorer,0,0:00:00,2,0,/tag/collection/,New Visitor,organic,Android,Valley Center,California,United States
5006,CSM,29393,20151122,9,53,Explorer,0,0:00:00,1,0,/tag/collection/,New Visitor,organic,Android,Valley Center,California,United States
5007,CSM,29617,20151122,13,37,Explorer,1,0:00:27,2,2,/object/ph-77-2/,New Visitor,organic,Macintosh,Austin,Texas,United States
5008,CSM,31370,20151123,18,50,Explorer,1,0:03:54,1,1,/info,New Visitor,organic,Android,Los Angeles,California,United States
5009,CSM,31371,20151123,18,51,Explorer,0,0:00:00,1,0,/info,New Visitor,organic,Android,Los Angeles,California,United States
5010,CSM,31372,20151123,18,52,Explorer,0,0:00:00,5,0,/info,New Visitor,organic,Android,Los Angeles,California,United States
5011,CSM,31373,20151123,18,53,Explorer,0,0:00:00,5,0,/info,New Visitor,organic,Android,Los Angeles,California,United States
5012,CSM,34278,20151125,19,18,Explorer,1,0:02:18,1,1,/about-the-museum/,New Visitor,organic,Macintosh,Big Pine Key,Florida,United States
5013,CSM,34280,20151125,19,20,Explorer,0,0:00:00,1,0,/about-the-museum/,New Visitor,organic,Macintosh,Big Pine Key,Florida,United States
5014,CSM,35140,20151126,9,40,Explorer,1,0:03:18,1,1,/event/take-back-your-black-friday/,New Visitor,referral,iOS,Westminster,Colorado,United States
5015,CSM,35141,20151126,9,41,Explorer,0,0:00:00,3,0,/event/take-back-your-black-friday/,New Visitor,referral,iOS,Westminster,Colorado,United States
5016,CSM,35142,20151126,9,42,Explorer,0,0:00:00,2,0,/event/take-back-your-black-friday/,New Visitor,referral,iOS,Westminster,Colorado,United States
5017,CSM,35143,20151126,9,43,Explorer,0,0:00:00,2,0,/event/take-back-your-black-friday/,New Visitor,referral,iOS,Westminster,Colorado,United States
5018,CSM,35755,20151126,19,55,Explorer,1,0:06:42,1,1,/event/take-back-your-black-friday/,New Visitor,referral,Macintosh,Greeley,Colorado,United States
5019,CSM,35761,20151126,20,1,Explorer,0,0:00:00,1,0,/event/take-back-your-black-friday/,New Visitor,referral,Macintosh,Greeley,Colorado,United States
5020,CSM,35762,20151126,20,2,Explorer,0,0:00:00,1,0,/event/take-back-your-black-friday/,New Visitor,referral,Macintosh,Greeley,Colorado,United States
