ID,Age,Gender,Primary Race,Secondary Race,Ethnicity,Rebuild Services
edvm08181957e652d120,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
edvm08181957e652d120,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
edvm08181957e652d120,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
edvm08181957e652d120,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
edxm10311958e600d250,57,Male,,,,Mail
edxm10311958e600d250,57,Male,,,,Showers
edxm12031952e363d200,63,Male,,,,
eeaf06251942e145e152,73,Female,,,,Groceries
eeaf06251942e145e152,73,Female,,,,Staff Person
eemm05031976e650e564,40,Male,,,,Staff Person
egam03101993e150g612,23,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
egem08151979e250g650,36,Male,,,Non-Hispanic/Non-Latino (HUD),Phones
egff09291991e150g156,24,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
eglm02121982e620g412,34,Male,,,,Showers
eglm04061959e350g412,57,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Medical
eglm04061959e350g412,57,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Phones
eglm04061959e350g412,57,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Showers
eglm04061959e350g412,57,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),
ehfm05101945e300h152,71,Male,,,,Ids
ehfm05101945e300h152,71,Male,,,,Mail
ehfm05101945e300h152,71,Male,,,,Phones
ehfm05101945e300h152,71,Male,,,,Showers
ehfm05101945e300h152,71,Male,,,,
ehlm05101945e300h452,71,Male,,,,Mail
ehrm02171939e436h655,77,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
ehrm02171939e436h655,77,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
ehrm02171939e436h655,77,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
ehrm02171939e463h655,77,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
ehrm02171939e463h655,77,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ehrm02171939e463h655,77,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
ehrm05031950e460h625,66,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
ehrm05031950e460h625,66,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
ehrm05031950e460h625,66,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ehym04171966e363h300,50,Male,,,,
ejcf04151964e100j250,52,Female,,,,
ejcm05251958e435j250,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Prescription
ejhm10051975e426j525,40,Male,,,,Showers
ejmf10051981e420j524,34,Female,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
ejnf07021950e145j520,65,Female,Black or African American (HUD),,Client doesn't know (HUD),Groceries
ejnm01261958e652j520,58,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Case Management
ejnm01261958e652j520,58,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
ejnm01261958e652j520,58,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
ejnm01261958e652j520,58,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
ejnm07021950e145j520,65,Male,,,,Groceries
ejnm07021950e145j520,65,Male,,,,Showers
ejnm08141954e420j520,61,Male,,,,Showers
ejsm10311974e363j250,41,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Ids
ejsm10311974e363j250,41,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
ejsm10311974e363j250,41,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
ejsm10311974e363j250,41,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ejsm10311974e363j250,41,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),
ekh 06041954e310k500,61,,,,,Medical
ekh 06041954e310k500,61,,,,,Phones
ekhm06211954e310k530,61,Male,Asian (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
eklm06211964e326k400,51,Male,Black or African American (HUD),Black or African American (HUD),Hispanic/Latino (HUD),Case Management
eklm06211964e326k400,51,Male,Black or African American (HUD),Black or African American (HUD),Hispanic/Latino (HUD),Ids
ekom09291969e620k532,46,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Birth Certificate
ekom09291969e620k532,46,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Ids
elnm08281976e640l520,39,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Birth Certificate
elnm08281976e640l520,39,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Case Management
elnm08281976e640l520,39,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Food Stamps
elnm08281976e640l520,39,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
elnm08281976e640l520,39,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Other
elnm08281976e640l520,39,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
elnm08281976e640l520,39,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
emam03291962e363m200,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Ids
emam03291962e363m200,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
emam03291962e363m200,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
emam03291962e363m200,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
emam03291962e363m200,54,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Staff Person
emem11241960e363m256,55,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Case Management
emem11241960e363m256,55,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Groceries
emem11241960e363m256,55,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Mail
emem11241960e363m256,55,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Other
emem11241960e363m256,55,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
emem11241960e363m256,55,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
emem11241960e363m256,55,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
emlf02161955e421m435,61,Female,,,,Phones
emlm01291955e652m414,61,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
emlm01291955e652m414,61,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
emlm01291955e652m414,61,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
emsm11041960e620m240,55,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
encm07261964e620n242,51,Male,,,,Phones
encm07261964e620n242,51,Male,,,,Showers
epam08061970e120p200,45,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
epam08061970e412p200,45,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
epom10051947e640p612,68,Male,,,,
eptm12161957e450p362,58,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
eqim12041947e420q450,68,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
ercm06201980e620r263,35,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Birth Certificate
ercm06201980e620r263,35,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Other
ercm06201980e620r263,35,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
ercm06201980e620r263,35,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
ercm06201980e620r263,35,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
erym07121958e620r543,57,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Groceries
esem02191964e652s315,52,Male,Black or African American (HUD),,,Case Management
esem02191964e652s315,52,Male,Black or African American (HUD),,,Groceries
esem02191964e652s315,52,Male,Black or African American (HUD),,,Staff Person
esmf03211978e150s552,38,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
esmf03211978e150s552,38,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
esmm05061953e163s520,63,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
esnm09271960e363s550,55,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
esnm09271960e363s550,55,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
esnm09271960e363s550,55,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Food Stamps
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Information
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Legal
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Lunch
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Other
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),TB Test
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
esum08191986e300s600,29,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
esum10231979e300s600,36,Male,,,,
etlm08201960e652t416,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
etlm08201960e652t416,55,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Prescription
etof05171987e650t520,29,Female,,,,Phones
etof05171987e650t520,29,Female,,,,Showers
etom10091956e560t512,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Groceries
etom10091956e560t512,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
etom10091956e560t512,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
etom10091956e560t512,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
etom10091956e560t512,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
etyf12091957e421t460,58,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
evi 00000000e620v450,,,,,,Phones
evi 00000000e620v450,,,,,,Showers
evi 00000000e620v450,,,,,,
evlm02101965e620v416,51,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Case Management
evlm02101965e620v416,51,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
evlm02101965e620v416,51,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
ewa 00000000e420w160,,,,,,Showers
ewaf04151969e450w160,47,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
ewaf04151969e450w160,47,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
ewaf04151969e450w160,47,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ewim10091962e163w623,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Mail
ewim10091962e163w623,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
ewim10091962e163w623,53,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
ewlm01241963e363w452,53,Male,,,,Groceries
ewlm01241963e363w452,53,Male,,,,Ids
ewlm01241963e363w452,53,Male,,,,Other
ewlm02081974e300w452,42,Male,,,,Showers
ewlm02081974e363w452,42,Male,,,,Showers
ewlm02121965e416w452,51,Male,,,,Mail
ewlm02121965e416w452,51,Male,,,,Phones
ewlm08101969e363w452,46,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Groceries
ewlm08101969e363w452,46,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Other
ewlm08101969e363w452,46,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ewlm08101969e363w452,46,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Staff Person
ewlm10271950e250w452,65,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
ewlm10271950e250w452,65,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
ewlm12051945e432w452,70,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Groceries
ewlm12051945e432w452,70,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
ewlm12051945e432w452,70,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
ewlm12051955e412w452,60,Male,,,,Groceries
ewlm12051955e412w452,60,Male,,,,Mail
ewlm12051955e412w452,60,Male,,,,Other
ewmm02251988e620w520,28,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Ids
ewmm02251988e620w520,28,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
ewmm02251988e620w520,28,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ewmm02251988e620w520,28,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
ewnf08241965e540w516,50,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),
ewnf08241965e540w536,50,Female,,,,
ewsm12031952e363w210,63,Male,,,,
eznm03031986e363z530,30,Male,,,,Ids
fbam03131954f430b500,62,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
fbam04071952f652b240,64,Male,Black or African American (HUD),,,
fbem05271956f640b655,60,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Food Stamps
fbem05271956f640b655,60,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Other
fbem05271956f640b655,60,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
fbem05271956f640b655,60,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
fbem05271956f640b655,60,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
fbem05271956f640b655,60,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
fcam04291959f630c534,57,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
fcmm01141953f636c552,63,Male,Native Hawaiian or Other Pacific Islander (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
fcnm12181948f652c534,67,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ffnm02161967f652f535,49,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
ffrm01301968f652f640,48,Male,,,,Showers
ffrm07101964f430f620,51,Male,,,,Mail
ffrm07101964f430f620,51,Male,,,,Phones
ffrm07101964f430f620,51,Male,,,,Showers
ffrm07101964f430f620,51,Male,,,,
fjnm03101957f635j520,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Case Management
fjnm03101957f635j520,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
fjnm03101957f635j520,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Other
fjnm03101957f635j520,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
fjnm03101957f635j520,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
fjnm03101957f635j520,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Staff Person
fjnm03101957f635j520,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Visiting
fjnm03101957f635j520,59,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
fklm03201973f655k400,43,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Case Management
fklm03201973f655k400,43,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
fklm03201973f655k400,43,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Prescription
fklm03201973f655k400,43,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
foom00000000f636o350,,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
fprm04061967f435p626,49,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
fprm07201973f430p630,42,Male,White (HUD),,Hispanic/Latino (HUD),Hygiene
fprm07201973f430p630,42,Male,White (HUD),,Hispanic/Latino (HUD),Information
fprm07201973f430p630,42,Male,White (HUD),,Hispanic/Latino (HUD),Medical
fprm07201973f430p630,42,Male,White (HUD),,Hispanic/Latino (HUD),Other
fprm07201973f430p630,42,Male,White (HUD),,Hispanic/Latino (HUD),Phones
fprm07201973f430p630,42,Male,White (HUD),,Hispanic/Latino (HUD),Showers
fprm07201973f430p630,42,Male,White (HUD),,Hispanic/Latino (HUD),Visiting
fprm07201973f430p630,42,Male,White (HUD),,Hispanic/Latino (HUD),
fprm07271933f630p630,82,Male,,,,Showers
fsam05191959f652s120,57,Male,Client doesn't know (HUD),Client doesn't know (HUD),Client doesn't know (HUD),Showers
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Case Management
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Food Stamps
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Lunch
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Mail
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Medical
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Other
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Phones
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Showers
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),Staff Person
fsem10241969f652s365,46,Male,White (HUD),White (HUD),Hispanic/Latino (HUD),
fsi 02121955f430s530,61,,,,,Phones
fsi 02121955f430s530,61,,,,,Staff Person
fsim02241955f430s530,61,Male,Black or African American (HUD),,,Showers
fsim02241955f430s530,61,Male,Black or African American (HUD),,,
fsnm10261976f430s536,39,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
fsnm10261976f430s536,39,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
fsnm10261976f430s536,39,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
fsym09131963f650s560,52,Male,,,,Case Management
ftum07101964f430t623,51,Male,,,,
fwlf06151970f500w452,45,Female,,,,
fwlm02231927f635w420,89,Male,,,,Phones
fwlm02231927f635w420,89,Male,,,,Showers
fwlm05011988f636w420,28,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
fwlm05011988f636w420,28,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Case Management
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Financial Assistance
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Other
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Staff Person
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Visiting
fwnm07061958f652w523,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
fwrf01261944f652w650,72,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
fwrf01261944f652w650,72,Female,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
gadm10221953g626a536,62,Male,,,Non-Hispanic/Non-Latino (HUD),Groceries
gbam10081972g620b620,43,Male,,,,Mail
gbam10081972g620b620,43,Male,,,,Showers
gbnm02241975g626b520,41,Male,,,,
gbom10291956g450b650,59,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Mail
gbum07271964g600b650,51,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Ids
gbum07271964g600b650,51,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Phones
gbum07271964g600b650,51,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Showers
gcem01231971g350c623,45,Male,,,,
gcim10181962g350c520,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
gcim10181962g350c520,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
gcim10181962g350c520,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
gclm01071990g643c452,26,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
gclm01071990g643c452,26,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
gclm02091961g643c455,55,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
gclm02091961g643c455,55,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
gclm02091961g643c455,55,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Notary
gclm02091961g643c455,55,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
gclm02091961g643c455,55,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
gcmm09231957g663c514,58,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Groceries
gcmm09231957g663c514,58,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
gcnm03131967g600c540,49,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Medical
gcnm03131967g600c540,49,Male,White (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
gcom07281962g600c160,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
gcom07281962g600c160,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
gcrf12311961g643c652,54,Female,,,,Groceries
gcrf12311961g643c652,54,Female,,,,Information
gcrf12311961g643c652,54,Female,,,,Staff Person
gcrm01131965g643c630,51,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
gcrm01131965g643c630,51,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
gcrm01131965g643c630,51,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
gdbm05241959g450d150,57,Male,,,,Mail
gdbm05241959g450d150,57,Male,,,,Other
gdbm05241959g450d150,57,Male,,,,Showers
gdbm05241959g450d150,57,Male,,,,
gdrm05191952g620d610,64,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
gdrm05191952g620d610,64,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
gdrm07151965g620d656,50,Male,,,,Phones
gdrm07151965g620d656,50,Male,,,,Showers
gfem11171978g450f432,37,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Groceries
gftm01261958g416f320,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),Mail
gftm01261958g416f320,58,Male,White (HUD),White (HUD),Non-Hispanic/Non-Latino (HUD),
gfyf07211962g510f000,53,Female,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Phones
ggem02241965g626g650,51,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Showers
ggem02241965g626g650,51,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),Visiting
ggem02241965g626g650,51,Male,Black or African American (HUD),,Non-Hispanic/Non-Latino (HUD),
ggim05011954g620g615,62,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Birth Certificate
ggim05011954g620g615,62,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
ggom03221963g626g620,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Mail
ggom03221963g626g620,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Medical
ggom03221963g626g620,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
ggom03221963g626g620,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Prescription
ggom03221963g626g620,53,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
ggom07311958g626g650,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Ids
ggom07311958g626g650,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
ggom07311958g626g650,57,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
ggom07311958g626g650,57,Male,,,,Ids
ggr 07231965g620g655,50,,,,,Birth Certificate
ggr 07231965g620g655,50,,,,,Showers
ggrm07231965g626g656,50,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Phones
ggrm07231965g626g656,50,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Showers
ggrm07231965g626g656,50,Male,Black or African American (HUD),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
